DateTime,Global_active_power,Global_reactive_power,Sub_metering_1,Sub_metering_2,Sub_metering_3,Sub_metering_remainder,Voltage,Global_intensity,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU
2007-01-25,1596.344,144.16,1158.0,262.0,11239.0,13946.733,243.42438,4.629306,2.836,10.2,0.6,0.0,0.0
2007-01-26,1617.972,142.902,1163.0,261.0,8238.0,17304.2,242.77179,4.721389,2.836,10.2,0.6,0.0,0.0
2007-01-27,2044.072,148.242,1170.0,3896.0,12374.0,16627.867,241.61658,5.949861,2.836,10.2,0.6,0.0,0.0
2007-01-28,3091.588,153.426,3466.0,3998.0,12063.0,31999.467,240.30504,9.13125,2.836,10.2,0.6,0.0,0.0
2007-01-29,1982.664,165.696,1123.0,294.0,15254.0,16373.4,240.9296,5.788889,2.836,10.2,0.6,0.0,0.0
2007-01-30,1707.798,180.934,1123.0,1424.0,8149.0,17767.3,241.84088,5.0281944,2.836,10.2,0.6,0.0,0.0
2007-01-31,2363.752,185.988,0.0,5950.0,15052.0,18393.867,239.92114,6.923611,2.836,10.2,0.6,0.0,0.0
2007-02-01,1824.76,150.264,1170.0,386.0,13145.0,15711.667,240.39215,5.3325,8.411699,13.333,6.5,3.0,0.0
2007-02-02,1667.736,139.542,0.0,356.0,11338.0,16101.6,240.3344,4.8708334,8.411699,13.333,6.5,3.0,0.0
2007-02-03,4029.722,245.824,4746.0,4573.0,17834.0,40009.035,238.9102,11.815972,8.411699,13.333,6.5,3.0,0.0
2007-02-04,3595.94,186.494,3391.0,4597.0,14472.0,37472.332,239.63333,10.565416,8.411699,13.333,6.5,3.0,0.0
2007-02-05,1645.28,147.228,896.0,2564.0,7849.0,16112.333,240.8103,4.8204165,8.411699,13.333,6.5,3.0,0.0
2007-02-06,1273.48,142.566,1185.0,405.0,4517.0,15117.667,241.26414,3.7719445,8.411699,13.333,6.5,3.0,0.0
2007-02-07,2328.018,177.70801,3299.0,3513.0,11986.0,20002.3,241.14969,6.7916665,8.411699,13.333,6.5,3.0,0.0
2007-02-08,1801.4141,138.896,2226.0,366.0,10157.0,17274.566,241.7973,5.2483335,8.411699,13.333,6.5,3.0,0.0
2007-02-09,1620.198,158.066,0.0,3045.0,9770.0,14188.3,241.74045,4.7272224,8.411699,13.333,6.5,3.0,0.0
2007-02-10,2829.328,192.974,5071.0,2831.0,14405.0,24848.467,240.03683,8.30375,8.411699,13.333,6.5,3.0,0.0
2007-02-11,3571.228,204.314,2430.0,4765.0,13114.0,39211.465,239.50613,10.526805,8.411699,13.333,6.5,3.0,0.0
2007-02-12,1877.61,136.704,2227.0,399.0,11517.0,17150.5,240.0985,5.5034723,8.411699,13.333,6.5,3.0,0.0
2007-02-13,1414.546,134.678,0.0,2828.0,6256.0,14491.767,241.16685,4.14375,8.411699,13.333,6.5,3.0,0.0
2007-02-14,2498.672,202.506,3295.0,3793.0,11579.0,22977.533,240.3754,7.315139,8.411699,13.333,6.5,3.0,0.0
2007-02-15,1985.346,165.964,0.0,2363.0,14028.0,16698.1,240.66922,5.8202777,8.411699,13.333,6.5,3.0,0.0
2007-02-16,1702.528,151.686,1148.0,859.0,8689.0,17679.467,240.82094,5.046528,8.411699,13.333,6.5,3.0,0.0
2007-02-17,2076.912,238.968,1765.0,2226.0,7157.0,23467.2,239.31604,6.1291666,8.411699,13.333,6.5,3.0,0.0
2007-02-18,3829.762,255.522,6107.0,8003.0,13129.0,36590.367,239.1708,11.238889,8.411699,13.333,6.5,3.0,0.0
2007-02-19,2186.614,176.584,1634.0,2900.0,13085.0,18824.566,239.78958,6.442222,8.411699,13.333,6.5,3.0,0.0
2007-02-20,3149.928,187.158,2058.0,5191.0,9713.0,35536.8,239.86545,9.168472,8.411699,13.333,6.5,3.0,0.0
2007-02-21,2072.874,189.87,3527.0,2332.0,11548.0,17140.9,240.46095,6.074445,8.411699,13.333,6.5,3.0,0.0
2007-02-22,3374.356,138.46,1411.0,4132.0,12287.0,38409.266,238.631,9.870973,8.411699,13.333,6.5,3.0,0.0
2007-02-23,1313.48,149.344,0.0,503.0,10786.0,10602.333,240.68596,3.8254168,8.411699,13.333,6.5,3.0,0.0
2007-02-24,714.922,122.202,0.0,363.0,3562.0,7990.3667,239.86311,2.0858333,8.411699,13.333,6.5,3.0,0.0
2007-02-25,501.74,113.736,0.0,329.0,1660.0,6373.3335,241.68155,1.4622223,8.411699,13.333,6.5,3.0,0.0
2007-02-26,568.484,108.28,0.0,331.0,2830.0,6313.7334,241.27359,1.6588889,8.411699,13.333,6.5,3.0,0.0
2007-02-27,518.112,113.204,0.0,314.0,1924.0,6397.2,242.94427,1.5245832,8.411699,13.333,6.5,3.0,0.0
2007-02-28,520.774,113.372,0.0,340.0,1973.0,6366.567,242.15959,1.5284722,8.411699,13.333,6.5,3.0,0.0
2007-03-01,517.564,107.628,0.0,316.0,1980.0,6330.067,241.3214,1.508889,4.3217,12.833,2.667,0.0,0.0
2007-03-02,515.688,107.008,0.0,340.0,1969.0,6285.8,240.5916,1.5068055,4.3217,12.833,2.667,0.0,0.0
2007-03-03,819.122,134.992,0.0,347.0,4597.0,8708.033,241.28809,2.4011111,4.3217,12.833,2.667,0.0,0.0
2007-03-04,2090.7,175.682,1476.0,8711.0,9408.0,15250.0,240.0298,6.1581945,4.3217,12.833,2.667,0.0,0.0
2007-03-05,2660.332,205.956,5727.0,12109.0,10026.0,16476.867,240.0309,7.8402777,4.3217,12.833,2.667,0.0,0.0
2007-03-06,1246.5,186.148,0.0,1740.0,4700.0,14335.0,240.98807,3.6956942,4.3217,12.833,2.667,0.0,0.0
2007-03-07,2375.206,171.2,1076.0,4761.0,15513.0,18236.768,240.32356,6.9350004,4.3217,12.833,2.667,0.0,0.0
2007-03-08,1572.132,187.404,2180.0,3385.0,6655.0,13982.2,240.66544,4.6651387,4.3217,12.833,2.667,0.0,0.0
2007-03-09,1272.6119,119.238,1093.0,345.0,8631.0,11141.2,240.88846,3.73125,4.3217,12.833,2.667,0.0,0.0
2007-03-10,2484.712,243.528,4130.0,5422.0,10979.0,20880.867,239.80284,7.3419447,4.3217,12.833,2.667,0.0,0.0
2007-03-11,3480.636,173.37401,4810.0,3420.0,9500.0,40280.6,240.0073,10.121528,4.3217,12.833,2.667,0.0,0.0
2007-03-12,1950.668,134.422,1403.0,2841.0,12353.0,15914.134,240.55873,5.728472,4.3217,12.833,2.667,0.0,0.0
2007-03-13,1290.144,126.718,1350.0,3859.0,5323.0,10970.4,240.89796,3.8056946,4.3217,12.833,2.667,0.0,0.0
2007-03-14,1793.364,157.522,3485.0,480.0,8607.0,17317.4,240.7773,5.2675,4.3217,12.833,2.667,0.0,0.0
2007-03-15,1884.814,159.326,0.0,3263.0,11036.0,17114.566,240.28049,5.5231943,4.3217,12.833,2.667,0.0,0.0
2007-03-16,1702.054,130.20801,1106.0,4604.0,5370.0,17287.566,239.52713,4.992361,4.3217,12.833,2.667,0.0,0.0
2007-03-17,2028.09,127.068,2208.0,359.0,12275.0,18959.5,238.22466,5.946111,4.3217,12.833,2.667,0.0,0.0
2007-03-18,2371.046,241.45,6564.0,7369.0,5856.0,19728.434,241.04784,7.007917,4.3217,12.833,2.667,0.0,0.0
2007-03-19,2152.518,144.764,1648.0,2686.0,14118.0,17423.3,240.49709,6.2819443,4.3217,12.833,2.667,0.0,0.0
2007-03-20,2086.228,164.87,3745.0,2837.0,11255.0,16933.467,240.81564,6.15125,4.3217,12.833,2.667,0.0,0.0
2007-03-21,2142.092,142.83,1865.0,4133.0,12335.0,17368.533,240.98665,6.2372217,4.3217,12.833,2.667,0.0,0.0
2007-03-22,1454.978,113.826,353.0,736.0,10462.0,12698.634,241.76352,4.223056,4.3217,12.833,2.667,0.0,0.0
2007-03-23,1309.008,119.488,1127.0,777.0,8369.0,11543.8,241.6455,3.80375,4.3217,12.833,2.667,0.0,0.0
2007-03-24,2968.43,191.024,3707.0,5797.0,16382.0,23587.834,239.70447,8.703333,4.3217,12.833,2.667,0.0,0.0
2007-03-25,3338.404,236.124,4630.0,3600.0,9375.0,38035.066,240.03073,9.722222,4.3217,12.833,2.667,0.0,0.0
2007-03-26,1416.082,160.966,1088.0,344.0,9096.0,13073.366,241.3368,4.1830554,4.3217,12.833,2.667,0.0,0.0
2007-03-27,1105.14,151.726,0.0,3019.0,3697.0,11703.0,240.60197,3.2965279,4.3217,12.833,2.667,0.0,0.0
2007-03-28,2333.898,196.518,1122.0,8527.0,13888.0,15361.3,240.44461,6.8545833,4.3217,12.833,2.667,0.0,0.0
2007-03-29,1590.406,198.696,1162.0,460.0,10724.0,14160.767,240.5367,4.6768055,4.3217,12.833,2.667,0.0,0.0
2007-03-30,1402.394,181.128,1094.0,468.0,8217.0,13594.233,241.03923,4.1895833,4.3217,12.833,2.667,0.0,0.0
2007-03-31,3509.51,231.504,2620.0,7707.0,17682.0,30482.834,239.26076,10.264723,4.3217,12.833,2.667,0.0,0.0
2007-04-01,2785.952,202.552,4629.0,5401.0,19509.0,16893.533,240.02448,8.149445,1.0567,1.0,0.833,0.667,0.0
2007-04-02,1960.778,174.336,1755.0,970.0,16641.0,13313.634,240.46011,5.712639,1.0567,1.0,0.833,0.667,0.0
2007-04-03,1642.82,168.76,3630.0,1042.0,7637.0,15071.333,240.50494,4.84625,1.0567,1.0,0.833,0.667,0.0
2007-04-04,2051.868,172.318,3434.0,420.0,14748.0,15595.8,240.33179,5.98625,1.0567,1.0,0.833,0.667,0.0
2007-04-05,1844.078,244.538,1086.0,4277.0,10523.0,14848.634,241.17311,5.4915276,1.0567,1.0,0.833,0.667,0.0
2007-04-06,1601.14,143.214,0.0,5466.0,9166.0,12053.667,241.18446,4.688611,1.0567,1.0,0.833,0.667,0.0
2007-04-07,1553.924,138.73,1127.0,3111.0,5923.0,15737.733,240.37859,4.5645833,1.0567,1.0,0.833,0.667,0.0
2007-04-08,1608.816,135.882,0.0,485.0,3545.0,22783.6,240.34918,4.719861,1.0567,1.0,0.833,0.667,0.0
2007-04-09,1000.92,160.11,2667.0,514.0,3801.0,9700.0,240.55048,2.9745831,1.0567,1.0,0.833,0.667,0.0
2007-04-10,777.364,148.94,209.0,742.0,2572.0,9433.066,240.81369,2.347361,1.0567,1.0,0.833,0.667,0.0
2007-04-11,887.482,192.446,0.0,1112.0,6421.0,7258.3667,241.15482,2.61875,1.0567,1.0,0.833,0.667,0.0
2007-04-12,537.706,147.812,0.0,541.0,1818.0,6602.7666,240.25606,1.5979167,1.0567,1.0,0.833,0.667,0.0
2007-04-13,551.022,151.64,0.0,558.0,1988.0,6637.7,240.05048,1.6433333,1.0567,1.0,0.833,0.667,0.0
2007-04-14,554.268,155.61,0.0,578.0,2008.0,6651.8,240.31316,1.6513889,1.0567,1.0,0.833,0.667,0.0
2007-04-15,726.164,171.544,0.0,1026.0,2893.0,8183.7334,240.2367,2.1865277,1.0567,1.0,0.833,0.667,0.0
2007-04-16,952.39,186.074,952.0,1305.0,4656.0,8960.167,240.65714,2.8725,1.0567,1.0,0.833,0.667,0.0
2007-04-17,1223.734,218.354,1532.0,389.0,6199.0,12275.566,240.19566,3.690833,1.0567,1.0,0.833,0.667,0.0
2007-04-18,998.246,165.224,1579.0,355.0,3430.0,11273.434,240.14679,2.9954166,1.0567,1.0,0.833,0.667,0.0
2007-04-19,1028.658,149.66,733.0,1605.0,5748.0,9058.3,240.42984,3.0558333,1.0567,1.0,0.833,0.667,0.0
2007-04-20,822.58,145.646,1069.0,360.0,3499.0,8781.667,240.1329,2.4948611,1.0567,1.0,0.833,0.667,0.0
2007-04-21,1673.656,212.658,6575.0,463.0,11129.0,9727.267,239.21324,5.0356946,1.0567,1.0,0.833,0.667,0.0
2007-04-22,2233.714,267.194,4264.0,2287.0,11102.0,19575.566,239.60887,6.6884723,1.0567,1.0,0.833,0.667,0.0
2007-04-23,1054.566,135.64,1402.0,506.0,6005.0,9663.1,237.23566,3.2641666,1.0567,1.0,0.833,0.667,0.0
2007-04-24,1032.1,135.264,1125.0,527.0,6680.0,8869.667,235.34492,3.1448612,1.0567,1.0,0.833,0.667,0.0
2007-04-25,1264.162,164.73601,0.0,1469.0,8812.0,10788.366,234.9411,3.8580556,1.0567,1.0,0.833,0.667,0.0
2007-04-26,1275.466,163.606,1324.0,1845.0,7163.0,10925.767,234.78731,3.9237502,1.0567,1.0,0.833,0.667,0.0
2007-04-27,1094.332,161.928,1772.0,545.0,4756.0,11165.866,235.21617,3.3125,1.0567,1.0,0.833,0.667,0.0
2007-04-28,1113.694,163.744,1772.0,563.0,4756.0,11470.566,235.18073,3.3683333,1.0567,1.0,0.833,0.667,0.0
2007-04-29,1113.694,163.744,1772.0,563.0,4756.0,11470.566,235.18073,3.3683333,1.0567,1.0,0.833,0.667,0.0
2007-04-30,814.78,160.96,1214.0,853.0,3299.0,8213.667,235.03644,2.5093055,1.0567,1.0,0.833,0.667,0.0
2007-05-01,1663.858,181.608,4005.0,995.0,8546.0,14184.967,234.67871,5.0733333,8.1367,13.0,6.667,2.333,0.0
2007-05-02,1003.486,160.092,7.0,1490.0,3754.0,11473.767,235.58208,3.1415277,8.1367,13.0,6.667,2.333,0.0
2007-05-03,1090.238,150.942,1906.0,1725.0,7836.0,6703.6333,235.1349,3.307639,8.1367,13.0,6.667,2.333,0.0
2007-05-04,998.128,174.74,2259.0,538.0,3990.0,9848.467,235.7102,3.0780554,8.1367,13.0,6.667,2.333,0.0
2007-05-05,1563.052,174.102,2913.0,2493.0,11303.0,9341.866,235.03502,4.736111,8.1367,13.0,6.667,2.333,0.0
2007-05-06,2102.104,182.336,3215.0,949.0,10095.0,20776.066,234.40965,6.4090276,8.1367,13.0,6.667,2.333,0.0
2007-05-07,1643.664,168.918,946.0,4935.0,9433.0,12080.4,234.53697,4.9809723,8.1367,13.0,6.667,2.333,0.0
2007-05-08,1789.292,181.612,4581.0,2011.0,8777.0,14452.533,234.90623,5.356389,8.1367,13.0,6.667,2.333,0.0
2007-05-09,1665.736,183.484,3018.0,5631.0,9474.0,9639.267,234.87372,5.056111,8.1367,13.0,6.667,2.333,0.0
2007-05-10,707.884,168.314,946.0,534.0,3261.0,7057.067,235.79626,2.2068057,8.1367,13.0,6.667,2.333,0.0
2007-05-11,979.154,132.096,926.0,491.0,6471.0,8431.233,235.22975,3.0276387,8.1367,13.0,6.667,2.333,0.0
2007-05-12,1441.566,209.172,2247.0,1075.0,10408.0,10296.1,234.7229,4.3605556,8.1367,13.0,6.667,2.333,0.0
2007-05-13,1634.738,220.67,3612.0,2414.0,8958.0,12261.634,235.70871,4.9691668,8.1367,13.0,6.667,2.333,0.0
2007-05-14,1467.782,298.552,3176.0,2417.0,5517.0,13353.033,235.69006,4.5741663,8.1367,13.0,6.667,2.333,0.0
2007-05-15,904.392,111.182,0.0,408.0,5318.0,9347.2,235.612,2.7333333,8.1367,13.0,6.667,2.333,0.0
2007-05-16,1692.944,135.894,2213.0,5756.0,9077.0,11169.733,235.2608,5.0718055,8.1367,13.0,6.667,2.333,0.0
2007-05-17,1231.816,131.188,1014.0,2073.0,7687.0,9756.267,235.86847,3.7209723,8.1367,13.0,6.667,2.333,0.0
2007-05-18,1631.53,171.258,3270.0,3913.0,8116.0,11893.167,235.9946,4.8766665,8.1367,13.0,6.667,2.333,0.0
2007-05-19,1429.442,167.858,4683.0,530.0,7022.0,11589.033,234.94473,4.3193054,8.1367,13.0,6.667,2.333,0.0
2007-05-20,1968.328,187.532,5420.0,1733.0,7611.0,18041.467,235.34811,5.941528,8.1367,13.0,6.667,2.333,0.0
2007-05-21,1120.062,117.28,0.0,468.0,9060.0,9139.7,234.69191,3.3386111,8.1367,13.0,6.667,2.333,0.0
2007-05-22,1132.852,128.916,931.0,3966.0,3984.0,9999.866,235.48058,3.3998609,8.1367,13.0,6.667,2.333,0.0
2007-05-23,1464.936,165.878,956.0,3792.0,8119.0,11548.6,234.8125,4.3975,8.1367,13.0,6.667,2.333,0.0
2007-05-24,1154.3881,135.56,955.0,4116.0,4746.0,9422.8,235.54607,3.4620833,8.1367,13.0,6.667,2.333,0.0
2007-05-25,1614.22,174.588,8060.0,586.0,6539.0,11718.667,234.4472,4.863472,8.1367,13.0,6.667,2.333,0.0
2007-05-26,1512.248,174.24,2373.0,2754.0,8628.0,11449.134,235.06989,4.5627775,8.1367,13.0,6.667,2.333,0.0
2007-05-27,2153.808,219.894,4366.0,5534.0,10444.0,15552.8,234.90845,6.506528,8.1367,13.0,6.667,2.333,0.0
2007-05-28,1637.468,151.1,4554.0,473.0,9586.0,12678.134,234.90657,4.9219446,8.1367,13.0,6.667,2.333,0.0
2007-05-29,1061.34,113.244,0.0,1907.0,4332.0,11450.0,235.69435,3.2072222,8.1367,13.0,6.667,2.333,0.0
2007-05-30,1609.866,147.058,2250.0,5948.0,7804.0,10829.1,234.8314,4.828472,8.1367,13.0,6.667,2.333,0.0
2007-05-31,938.55,129.586,935.0,477.0,3552.0,10678.5,235.09653,2.7918055,8.1367,13.0,6.667,2.333,0.0
2007-06-01,1046.09,143.516,0.0,485.0,7664.0,9285.833,235.32092,3.1370833,4.5467,10.333,4.0,0.667,0.0
2007-06-02,1484.362,166.108,3971.0,1250.0,7633.0,11885.366,234.46902,4.4740276,4.5467,10.333,4.0,0.667,0.0
2007-06-03,2108.026,182.45801,4985.0,7529.0,8334.0,14285.767,234.76237,6.3529167,4.5467,10.333,4.0,0.667,0.0
2007-06-04,911.618,223.192,1585.0,836.0,4533.0,8239.634,234.74806,2.8222222,4.5467,10.333,4.0,0.667,0.0
2007-06-05,1458.892,255.692,4484.0,1027.0,6448.0,12355.867,234.69278,4.465139,4.5467,10.333,4.0,0.667,0.0
2007-06-06,1693.942,231.132,3329.0,829.0,11663.0,12411.366,234.62344,5.106111,4.5467,10.333,4.0,0.667,0.0
2007-06-07,985.002,172.334,985.0,699.0,3959.0,10773.7,234.47879,2.982361,4.5467,10.333,4.0,0.667,0.0
2007-06-08,2148.046,229.732,2799.0,11440.0,11380.0,10181.767,236.19743,6.4481945,4.5467,10.333,4.0,0.667,0.0
2007-06-09,1137.136,232.936,990.0,825.0,7254.0,9883.267,240.65472,3.3969445,4.5467,10.333,4.0,0.667,0.0
2007-06-10,1340.812,239.092,4202.0,1924.0,5983.0,10237.866,240.8443,4.0056944,4.5467,10.333,4.0,0.667,0.0
2007-06-11,794.654,194.634,0.0,487.0,5328.0,7429.2334,240.85675,2.4179168,4.5467,10.333,4.0,0.667,0.0
2007-06-12,918.766,216.416,1882.0,475.0,3898.0,9057.767,240.22488,2.858611,4.5467,10.333,4.0,0.667,0.0
2007-06-13,927.272,208.26,957.0,857.0,5216.0,8424.533,240.39761,2.8174999,4.5467,10.333,4.0,0.667,0.0
2007-06-14,1259.084,231.696,3322.0,2147.0,7054.0,8461.733,239.8478,3.7833333,4.5467,10.333,4.0,0.667,0.0
2007-06-15,989.604,251.762,2269.0,4011.0,4547.0,5666.4,240.46439,3.0662498,4.5467,10.333,4.0,0.667,0.0
2007-06-16,2017.762,307.558,3289.0,4498.0,11108.0,14734.366,239.5017,5.975,4.5467,10.333,4.0,0.667,0.0
2007-06-17,1947.09,239.814,4124.0,5038.0,8734.0,14555.5,240.21918,5.769305,4.5467,10.333,4.0,0.667,0.0
2007-06-18,678.474,180.81,0.0,529.0,4241.0,6537.9,240.7762,2.07875,4.5467,10.333,4.0,0.667,0.0
2007-06-19,842.556,187.98601,973.0,535.0,4357.0,8177.6,240.26782,2.5577776,4.5467,10.333,4.0,0.667,0.0
2007-06-20,1074.286,227.302,1761.0,2588.0,5106.0,8449.767,240.15616,3.3068054,4.5467,10.333,4.0,0.667,0.0
2007-06-21,806.946,222.546,932.0,2400.0,3711.0,6406.1,240.57494,2.5008333,4.5467,10.333,4.0,0.667,0.0
2007-06-22,566.294,208.526,0.0,951.0,3482.0,5005.2334,240.83563,1.8073611,4.5467,10.333,4.0,0.667,0.0
2007-06-23,477.566,193.12,0.0,786.0,2402.0,4771.4336,240.31897,1.5356944,4.5467,10.333,4.0,0.667,0.0
2007-06-24,714.656,179.362,0.0,791.0,3449.0,7670.933,241.1322,2.207639,4.5467,10.333,4.0,0.667,0.0
2007-06-25,1072.202,197.27,1985.0,3621.0,4816.0,7448.033,240.42227,3.25,4.5467,10.333,4.0,0.667,0.0
2007-06-26,944.908,182.42,971.0,1334.0,5231.0,8212.467,240.09451,2.8770833,4.5467,10.333,4.0,0.667,0.0
2007-06-27,1480.826,206.998,2603.0,6451.0,7270.0,8356.434,239.75842,4.429167,4.5467,10.333,4.0,0.667,0.0
2007-06-28,1295.438,217.446,0.0,4368.0,9541.0,7681.6333,239.42368,3.8895833,4.5467,10.333,4.0,0.667,0.0
2007-06-29,1305.634,206.526,4363.0,668.0,6815.0,9914.566,240.18114,3.9440277,4.5467,10.333,4.0,0.667,0.0
2007-06-30,1335.314,188.354,3049.0,792.0,8376.0,10038.233,240.01161,3.9715278,4.5467,10.333,4.0,0.667,0.0
2007-07-01,1026.664,172.448,969.0,736.0,4690.0,10716.066,240.06714,3.0806947,7.8050003,12.667,5.167,3.5,0.0
2007-07-02,967.032,176.924,1018.0,5281.0,3445.0,6373.2,240.67181,2.9277778,7.8050003,12.667,5.167,3.5,0.0
2007-07-03,1059.912,180.338,467.0,3214.0,4695.0,9289.2,240.18694,3.2306945,7.8050003,12.667,5.167,3.5,0.0
2007-07-04,1003.41,253.334,2329.0,2218.0,5632.0,6544.5,240.65964,3.0954165,7.8050003,12.667,5.167,3.5,0.0
2007-07-05,1057.29,246.716,2922.0,770.0,3973.0,9956.5,240.44444,3.2331944,7.8050003,12.667,5.167,3.5,0.0
2007-07-06,1069.524,219.35,2826.0,3563.0,4005.0,7431.4,240.59946,3.268611,7.8050003,12.667,5.167,3.5,0.0
2007-07-07,1358.206,214.044,997.0,3047.0,10177.0,8415.767,239.91014,4.034861,7.8050003,12.667,5.167,3.5,0.0
2007-07-08,1089.08,196.92,1825.0,2831.0,5277.0,8218.333,240.33888,3.2893057,7.8050003,12.667,5.167,3.5,0.0
2007-07-09,1180.158,172.422,923.0,594.0,9386.0,8766.3,240.61765,3.51625,7.8050003,12.667,5.167,3.5,0.0
2007-07-10,908.324,176.244,67.0,2227.0,4631.0,8213.733,239.98305,2.786111,7.8050003,12.667,5.167,3.5,0.0
